scenario_id,object_id,min_ttc
scenario_c55da44a-94fa-48b8-bd89-c3f0fa897cdc,41953,0.267
scenario_eeda994f-89ae-4db1-b3f1-a95450e2ab30,21951,0.267
scenario_04cea81f-697f-46ba-9b14-5ed761d3c3c0,38666,0.267
scenario_32db1bb8-ecbd-4e0e-beaf-cf8d830cfeea,124720,0.267
scenario_a645d2be-eef8-4f99-ae92-e189a0c4b35a,52132,0.267
scenario_8450a494-5321-40fa-8414-6be60d49f113,19976,0.267
scenario_450bb4ca-f8f7-4910-a20a-1111e3046634,115935,0.267
scenario_7f35f085-76fb-4c2e-8871-4a4f1bb52f14,35151,0.267
scenario_e091d4ae-26e8-4f79-9671-f449173fc0be,47006,0.267
scenario_da28d87d-c409-491c-aa50-9d409f6ad5a4,3823,0.267
scenario_643aa5df-1f2a-4dc4-846e-e9e0c74ad0d2,14102,0.267
scenario_2ab70944-1df3-495b-a7ac-43a81c56e575,62133,0.267
scenario_e4507fb8-f63b-444c-94f4-1f1bed0eac74,29692,0.267
scenario_f8ff3998-356f-4105-9afa-34979a3ae58f,63220,0.268
scenario_b252bc16-a794-4dc6-abec-cd652bedab6b,138861,0.268
scenario_815d33e3-856d-427e-abc1-bbae493491f1,21197,0.268
scenario_044cf5eb-c347-4fbf-b902-9637f560559c,126538,0.268
scenario_f4e0e447-d153-464b-a1ba-678ab4f278b1,154207,0.268
scenario_4ccf93a8-865c-4f36-a36e-201fcce941c5,22743,0.268
scenario_76ff009a-6e7b-4819-828a-1b363fc27b9f,86634,0.268
scenario_979bba45-16c7-49ec-a8af-877c93059e00,7886,0.268
scenario_8105ed9b-fa4a-4d44-a71f-6f2c49c5c7aa,28862,0.268
scenario_0fa9d16e-2a90-4573-9dfe-7a0a9f5432fb,56133,0.268
scenario_d0a4e4ad-ebb0-4b6c-b560-d16d3b336211,83336,0.268
scenario_0b4caf1e-115e-459c-8da2-a870a8cb576d,197773,0.268
scenario_3efeecc7-4b0e-4860-b4c7-121de39bda39,10839,0.268
scenario_7b2f6db8-bca9-4819-8889-ad2dbdc55b06,17387,0.268
scenario_77feb036-3a57-4e94-9c19-b4cce198830f,6010,0.268
scenario_27409766-544d-4edd-9a1e-af7a616b8a93,22743,0.268
scenario_06543f53-94ee-458c-96ac-7bcb752f1f2f,199777,0.268
scenario_9e16e0d5-ccc6-4b9e-8e42-44f715243f11,143975,0.268
scenario_fbcd9e0a-6805-4a81-bbd4-d3bbde7dec62,126538,0.268
scenario_bf61d0b3-8842-4b26-92ab-438c8a60c621,31908,0.268
scenario_2d198606-066e-4a4c-967a-91e33589f57b,42915,0.268
scenario_847b9344-3b22-415c-b6b1-d70445e307b4,104594,0.268
scenario_2065a52e-b4f5-4c55-9d12-8b46998a3b82,8261,0.268
scenario_0cda30d3-17fa-46df-a042-c6c7f4fc76c5,76975,0.269
scenario_5ff460ea-cdd1-4f4e-ada2-ba27daa3956d,27681,0.269
scenario_61b034ac-1048-440b-b489-fa4eda1037a8,31879,0.269
scenario_6c3d3f69-e9cf-465e-98f1-248b3589c16e,20140,0.269
scenario_7233db0f-82e7-4c29-9cb2-8a60940cb7f6,46521,0.269
scenario_38b6c7fd-7b89-4b8d-a5b5-48ac91a405ef,30945,0.269
scenario_345af1a3-7079-4194-a42c-68711971490e,164328,0.269
scenario_c3c5b6c6-4ac6-4dfc-8b09-4d1641c89381,114803,0.269
scenario_9c34da5f-7bf3-4451-9be2-4214ff36db31,76975,0.269
scenario_ca57df43-37f2-45cc-b1bf-41ba0a790b62,164030,0.269
scenario_1d200968-5be1-49fc-a734-e0b80e07b65b,143957,0.269
scenario_a4c8f3a3-4a75-4aff-becf-f16e37f4707c,7821,0.269
scenario_a6911b28-5278-462a-884c-c17f2b0ede80,19460,0.269
scenario_7f4e5803-28fe-4c82-ba77-293b018ca7e4,56329,0.269
scenario_3f955c0f-cf2f-482f-93a2-3b5fec4c780e,76185,0.269
scenario_46242d03-0182-4f5b-892c-08be796200ae,92037,0.269
scenario_4eed5c15-0b99-4b94-b39a-ccf86b1a54a4,47759,0.269
scenario_f58115fa-4c6c-4a5c-b296-efae936f305d,30841,0.269
scenario_9c44ed7e-dbb7-4c3c-a23f-102508456f2e,92652,0.269
scenario_81954bb5-96f0-4485-a4f2-6a0ed219456e,52614,0.27
scenario_880c3504-76cb-4ec6-9166-65a14d0ba485,176826,0.27
scenario_61330c9f-33af-424a-96da-80319520282a,37911,0.27
scenario_8223624b-c395-49e1-85eb-99aa2b5ad161,88151,0.27
scenario_7c7d94ff-287a-4ea1-b420-0e1a461b1aa5,158337,0.27
scenario_2938733e-371f-4d56-b08d-de442570c5a8,112450,0.27
scenario_ca24a262-52ce-464c-817b-88a97f3e8b20,76054,0.27
scenario_6580f5e5-c061-4535-9dbd-5cddde6eac71,57299,0.27
scenario_27a08f79-173b-432d-8a78-02e6e7a138ae,158337,0.27
scenario_d5c91d56-e7b9-46f5-802e-29dc1f31af15,230933,0.27
scenario_687fc3b7-cd6e-429a-a667-1696b3c00b50,104819,0.27
scenario_11cc37d1-7bd0-4942-b502-023d3729f6b7,AV,0.27
scenario_e706cc4b-2477-465b-8140-e5afb78f44cb,152166,0.27
scenario_14469253-6cad-4374-921a-c0b93c372655,29654,0.27
scenario_dc944acc-978b-4c8f-a80a-4a2469803e30,54221,0.27
scenario_bebd70aa-940d-4245-a41b-f142e037cc1a,1365,0.27
scenario_cb61510f-b6b9-4914-975e-1c15cf720ea0,74091,0.27
scenario_30e971a6-8334-43b1-be4a-608058d5ea67,34600,0.27
scenario_2cf388a8-4815-4e5c-9ffb-47ab711d2af1,33772,0.27
scenario_458c5ac3-2176-40bc-a999-dd9c3d1b8c8d,24776,0.27
scenario_7dba0ae1-d65d-444f-9c9e-a23c5e47854c,157609,0.27
scenario_0fcf3ff3-4403-4184-ad86-3b192478ca24,57299,0.27
scenario_bd71e355-1cc1-4c66-813e-e841b467e74b,104571,0.27
scenario_b4e22071-54f0-4d12-ac7c-aa76a34e889c,14486,0.27
scenario_ee9cd537-0b8d-4f12-ad65-928b9241616d,78871,0.27
scenario_21b2ee20-820c-4b26-b203-a22c97e2b3e9,108466,0.27
scenario_78f46ae4-c002-4a83-8fb0-044873158896,218136,0.27
scenario_6c72417b-95e8-4960-89ee-11cf7f456f5e,104819,0.27
scenario_a8288aed-952c-422d-9ceb-56ad83dc962f,2734,0.27
scenario_66cce095-2eab-4904-a78c-a9191018bc34,14183,0.271
scenario_23a5872d-f3a5-4702-af22-aeec29ed9ab7,31674,0.271
scenario_a5813526-1b51-49ab-9af6-97aac59f709c,17224,0.271
scenario_672772f4-ee19-4c1c-a106-94267637fbc5,35213,0.271
scenario_7eaf44fd-82ad-4277-be37-654abb4f1188,27423,0.271
scenario_3d6cf251-53b6-4920-8b1f-a051247b090b,55299,0.271
scenario_85db2ee7-b04d-46aa-b00d-d97c456f730c,15981,0.271
scenario_0ada4ce7-d1a6-49fe-be24-c9cc4fdd4e9c,73923,0.271
scenario_fe4594e7-279d-44c3-b180-65b6b7961cf3,33634,0.271
scenario_6c127b05-b0ca-4237-9f30-f0752429755d,54276,0.271
scenario_72fa3071-5399-4e88-b637-3ba7ab761cc2,37195,0.271
scenario_e1a21f66-69a1-4b51-9d60-13dafef790a9,162536,0.271
scenario_5fa0493a-8e34-442d-97e1-157df79f30b8,27603,0.271
scenario_a71c2b29-0079-4447-a99a-0dd532255f0f,AV,0.271
scenario_ac1affd2-2e9d-48f4-9f55-172937b27d77,50785,0.271
scenario_d66e8ffa-9709-460a-9038-19596c2d69d4,136393,0.271
scenario_26a42792-719a-407d-aec5-534ecd51722a,16945,0.272
scenario_0cc7b1ba-3271-44ca-8fb5-59e8187d1034,50748,0.272
scenario_7057273a-6b4f-4268-b8b2-2efd0febb605,201963,0.272
scenario_a55ec29f-1d31-4b6a-a020-2a2f2b2335ac,61112,0.272
scenario_bb957466-5879-42fa-997e-9fa034d54948,2462,0.272
scenario_b191df52-1672-431c-b6e7-24d765b451e8,111147,0.272
scenario_abc3faf1-4baa-4c33-ad38-41b4d3857eb7,3761,0.272
scenario_14796531-4cd6-4ae2-944b-a00fabbfcf82,100852,0.272
scenario_cd29d544-4e28-4340-8347-8ee0f499a590,21133,0.272
scenario_7deb2824-6917-4eb5-84ee-d18c7a7d569b,83364,0.272
scenario_5dd24b03-9bc1-4068-ad46-8b069a7de1c2,73122,0.272
scenario_a92883f7-6a1a-45cb-b1ba-b1bd2bd38534,64331,0.272
scenario_1a401fa0-6781-4efc-9b8e-d3677d903e43,235518,0.272
scenario_e3c9c299-79ba-45b6-a4b3-968094969b91,194570,0.272
scenario_7fc30438-442f-4023-9193-2fd552e5a489,97353,0.273
scenario_888c52df-ffe0-4d81-9a94-fbe1a16c2810,55985,0.273
scenario_81cb0e63-ba03-4f12-9527-3debeb47c6a3,97353,0.273
scenario_e4e86c6b-d9d5-4560-b0f3-88273bd0bdfe,112,0.273
scenario_35027615-bb84-4a1e-a8bf-779310c32c8f,144475,0.273
scenario_1e3265d6-46b4-48d3-994e-9d4235e88f8e,56210,0.273
scenario_21935e70-b80f-47a1-9cef-9e67d598cede,43051,0.273
scenario_63db0042-dab3-425f-b865-18270dc2c664,21674,0.273
scenario_f1a71a5c-4b02-4cd2-8195-b75db1762aa1,138023,0.273
scenario_948d22b2-4089-4f6d-9066-081209e1be23,72692,0.273
scenario_41545381-fe08-479e-9ff8-f29ee89b405c,43051,0.273
scenario_a146633f-0ff9-4d3c-845e-c2c5010eb188,66848,0.273
scenario_b0f98316-8274-4a65-a3c9-48c79e487628,58768,0.273
scenario_04e790c5-a14c-4111-8208-f15c6b9dd4b1,16185,0.273
scenario_303a9a7e-b3a2-44e0-a196-4e03d1684bc7,124067,0.273
scenario_584c0178-8011-4420-bac6-0287adf9ebbb,112,0.273
scenario_8893a1d6-b57d-4149-96a0-b0eab70cd917,6112,0.273
scenario_152cb4aa-6592-4235-a609-07f945ea1607,152217,0.273
scenario_41570db9-ecf1-459b-87cc-ebd049ce0dab,5856,0.274
scenario_528bf42e-b759-44f1-b9e9-33bb77ad7a94,29042,0.274
scenario_e3c57070-f73d-4ae2-a95a-dc5a3501c44a,7673,0.274
scenario_b4beb42f-9a71-4699-8484-4f932aeccefe,24722,0.274
scenario_9e107a3e-3edd-49fe-bb3c-fffaf880d29c,43000,0.274
scenario_b0a0659a-a797-44b3-9e62-208dc3ee6d69,60638,0.274
scenario_d32c2e4f-3d0b-4361-982f-cbe2f70655c5,199007,0.274
scenario_c70bfeb9-1d00-4dd8-a0d3-8051b9c18779,23843,0.274
scenario_0c00397a-121e-4221-9782-9fb15cb915ec,8253,0.274
scenario_7b7c962e-ab32-4657-b512-68b23b2a926f,43890,0.274
scenario_b7c9a60c-d7c9-4344-9e6a-f5b292d4e82a,29768,0.274
scenario_45428051-6964-42c0-a008-1b07f03754b2,156322,0.274
scenario_4c4d0fff-fecc-494c-a28c-f0cfab4cd178,34218,0.274
scenario_c8ecd6f9-d73c-4d58-a61b-15f100784e89,51185,0.274
scenario_1fecf838-ff82-499c-b0c5-31a163a19d5c,226339,0.274
scenario_d6f54fb9-5c68-4836-9fcb-3970e66a6b04,AV,0.275
scenario_87d700df-ddb3-4b11-87ff-ed64b9d29758,45104,0.275
scenario_c0127667-f889-482a-8c01-5e890f939668,135047,0.275
scenario_3a990a91-f7ed-48e2-a879-a0518f81c8ab,26034,0.275
scenario_1b607952-d325-4daf-84e0-70717c90a5f9,6390,0.275
scenario_0a131efa-4182-4946-a4ba-275947bef669,26110,0.275
scenario_8403ee6d-2df0-474b-a14c-62d0a61b7d15,12673,0.275
scenario_fdc4a772-e5b6-48b7-95b7-245de3a782cb,65945,0.275
scenario_2a62855e-d71d-47c7-90c9-145429eadf09,26034,0.275
scenario_7c0b4d08-a812-49e7-879c-9ac42b4f0779,30955,0.275
scenario_88a13a51-cd88-4541-b6f2-ab012ef24cae,46893,0.275
scenario_8d88e59a-435c-4668-baaa-dbb67f9ba179,9132,0.275
scenario_89e101df-9c9a-4b78-8e01-39ef298e31bf,178965,0.275
scenario_4e2e3f96-4676-40f2-8d64-edb3987ce4f9,9132,0.275
scenario_7c692bc0-cf6d-4ee2-9bdb-fe27c187b36d,250470,0.275
scenario_0d67bab8-0eb5-4c65-911c-048a6947252b,55061,0.275
scenario_a538d769-6ca4-4db2-b55e-4bf21267fcad,24122,0.275
scenario_cb9f57bf-9127-426b-b64a-66591143a8e3,262926,0.275
scenario_a8623849-465f-474c-b17f-3e9c2ad73747,111206,0.275
scenario_2837eab6-c1ca-4c88-9dd0-7bc620d6f426,19404,0.275
scenario_84df7f1f-7160-442d-84ec-d9c056d2a522,19212,0.276
scenario_7a805af3-cd44-4724-b01c-43ea3a252ea1,34883,0.276
scenario_86fcfcfb-57c0-4bdd-b8be-b3b4e54c9b78,9399,0.276
scenario_bf7c6d86-2622-4bd6-9b6b-6e198a83e48e,50132,0.276
scenario_3dca8635-62e6-44d4-89d1-b338ad1dce17,13269,0.276
scenario_88684413-1670-467a-85ed-1b8ff0481ae4,15306,0.276
scenario_b5530920-eca1-4e73-b99d-d5e2d7180234,3546,0.276
scenario_ebed9593-e73a-4d3b-9f3b-66ee52556852,19212,0.276
scenario_8d99e947-b305-48d8-9751-cc25cc545eee,44724,0.276
scenario_0062e03c-629e-4739-bc1c-6b9de9d9a5a9,19037,0.276
scenario_bcb55afd-9911-43dc-b8d6-6e8b7bc8d067,191468,0.276
scenario_c65f4ed0-7a6c-4110-8b76-bee82b496ed3,19037,0.276
scenario_7a4255c9-4a38-4b16-910d-3087da9bf05d,19510,0.276
scenario_33d0fbc5-4819-4ef6-81be-ff4bdd1468f4,118436,0.276
scenario_95d724a0-2ad2-45b3-97cd-44c9a4f8dc49,39733,0.276
scenario_fb01b9f1-0a76-4aa9-aed5-c85ad754c60f,62639,0.276
scenario_6349aafb-57b5-4055-9ebc-5e9f2898d218,69325,0.276
scenario_45623d84-6b83-40e1-9eaa-49c875c70a77,9846,0.276
scenario_113652f9-ad14-4d5f-b19b-1055786da82b,72749,0.276
scenario_947aca5e-1153-4a6e-9bd0-f1222e3228a6,1508,0.277
scenario_499447a2-303a-42f2-a1aa-2b55f040ce01,14376,0.277
scenario_f165b1f6-47ed-4e62-a8f1-38dc94e9ffbc,144187,0.277
scenario_be4e5f10-ded8-4762-9270-6e3df21fb605,6316,0.277
scenario_f9ab1cf7-4fa1-4a5f-8276-6b212f93c894,76390,0.277
scenario_1c6bb6cc-d4e9-43e6-b6ef-251b95bd2bc5,38768,0.277
scenario_da37a206-e7ad-4841-a2ea-2e952564862d,59732,0.277
scenario_7f0eb933-fc8d-4d86-9d35-5a382666d29b,22998,0.277
scenario_e9ba8e75-647b-4350-a416-0131ee4702c1,27999,0.277
scenario_cfe9f906-dd19-4dcd-bd6d-dc62174af62c,90634,0.277
scenario_d51acb75-3a7c-4339-b2c7-e332a175b42b,5081,0.277
scenario_e708da23-d893-4022-b7fe-93d33bb5b8e2,27999,0.277
scenario_c78ec4d3-44ad-4f77-bf31-a498c406b2e2,24877,0.277
scenario_90d9b661-f799-44b2-93bb-ef94cadbf54f,1743,0.277
scenario_97c659e0-8ba9-427b-91b2-3e02d8fbd897,17050,0.277
scenario_066a5510-f18a-4c19-8ca9-a1d49c61c1ec,134913,0.277
scenario_5aaa2897-cdbe-4fec-9ace-aaebe1b45995,11564,0.277
scenario_49b30884-9489-47a9-b4ca-2de4dbf189a5,11959,0.277
scenario_ac370732-a1fc-4340-94cb-f32ab94a33f1,103604,0.277
scenario_e2f21183-7112-40bb-8caa-a8fda9de8d0d,27845,0.277
scenario_0061045c-735b-4719-9314-b71b823e1575,152053,0.277
scenario_9e087b09-bc10-43b9-b43e-46e6d77d7dc1,54120,0.277
scenario_66747d10-0956-40ef-9eaf-86496b370761,6103,0.278
scenario_b6382544-978c-445f-ad8c-209c0cc653c7,46142,0.278
scenario_c78fd0e4-d84c-4e1a-8991-b147a0421304,AV,0.278
scenario_55ebe8e0-7e66-4fb5-954e-2ecedd0f051f,7434,0.278
scenario_4aa8a5cf-a055-4594-9329-266208d0a206,99297,0.278
scenario_7c0259e2-f87a-4e5a-bd89-77075c3173d7,7689,0.278
scenario_340bead8-1685-4a1f-b6ae-a09d51eb9abf,5723,0.278
scenario_bbe1747d-ac57-475f-9a60-80b8e586bda2,29318,0.278
scenario_222050ea-92d2-40f4-aaa0-a5ebff94d9ae,132393,0.278
scenario_93e25781-9d2f-41a8-84a5-548823880340,98618,0.278
scenario_442d6607-4f34-4096-b89d-1637d7340325,91919,0.278
scenario_3c365e94-be7b-4786-bcfb-8a1dd7462956,68105,0.278
scenario_32438e9c-ffe7-4f82-ab89-cd930e451480,98768,0.278
scenario_21deb154-42b5-41f9-9a36-1ac98c69aa18,31641,0.278
scenario_021c326c-d494-43cc-9855-afb975c37b14,207801,0.278
scenario_8552b832-33c4-4193-b6d0-f7849d510611,11801,0.279
scenario_8db0cf33-1a39-44e1-be9b-6c12464aae80,27637,0.279
scenario_b7b9baef-3241-49a4-8566-16614b02115b,68881,0.279
scenario_bc51eafe-9e8f-45ba-87c1-11e2cb148606,4779,0.279
scenario_968d03b5-1892-4990-9977-e125cba0132d,79014,0.279
scenario_af963db0-0dde-4350-9af4-9fe70fdf9407,4727,0.279
scenario_47b27aa0-48bc-43a9-aa3f-25c978c0f508,94501,0.279
scenario_86167924-4e09-4ee9-8a40-f3d52fe23d0d,132379,0.279
scenario_10fe33e5-27fb-4961-9400-0fc9ef2d899f,78672,0.279
scenario_126d786a-fdde-4d88-8f9f-e81cf1487245,4727,0.279
scenario_697dc84f-a0f5-475c-b4c0-6506df7c85e7,23055,0.279
scenario_58e2b271-b86d-4ed5-a608-11df47c6646e,82574,0.279
scenario_816c9aef-03f4-4ed7-a8b6-374e05ba4cd2,45614,0.279
scenario_5652e1b4-416c-4811-8cb7-3f3f8a9da5fa,4584,0.279
scenario_98caf0fb-fec4-40b0-94a3-c200cdec4259,2676,0.279
scenario_12a62f3c-9ef1-470c-9268-9581e238ac81,24756,0.28
scenario_3eb3b337-6c2d-4a6f-855e-9cd8d6f4e3a2,67041,0.28
scenario_27a6bf57-927c-48df-a847-3a10ed279918,AV,0.28
scenario_530bdc93-27ae-49dc-81f1-f0ac726589a3,54082,0.28
scenario_15f2b62a-0cb0-408d-b2f5-97e51aa029e4,89614,0.28
scenario_cbf1a907-38ee-4f39-90c2-ac916cac5280,62138,0.28
scenario_5905c636-ee47-4053-a29a-b70ef77fe18b,26959,0.28
scenario_2ec4ecd6-78d2-41da-b4e1-980476ac2e6a,37919,0.28
scenario_789b2dbf-8ebe-4bb3-b3a4-5e88e58f8558,130933,0.28
scenario_87951eaf-596d-4548-9025-ee3d59144047,216733,0.28
scenario_e4ab1113-ba9a-47ce-b16f-61166401f620,16189,0.28
scenario_6317452b-3311-4e21-b5a8-ad1fdae748fb,202997,0.28
scenario_8ebea8f7-1284-4475-a51e-a6fa2b204202,13728,0.28
scenario_812da4d1-ff6c-40ef-ac33-4ec40c50a335,65564,0.28
scenario_369f8e6c-0163-47c8-852a-92a288a40723,30821,0.28
scenario_630bbe60-62af-4edf-89e4-efdfe591d6bf,19195,0.28
scenario_d6390d79-cf5e-4530-8491-3671414c8f1d,45966,0.28
scenario_4ce2320e-94d3-4a6d-a04b-bda4b452ccc6,28123,0.281
scenario_58c5a103-4b51-4d4d-9e5f-acdcb9142beb,90380,0.281
scenario_a01b4796-0143-493f-9896-8a37b2ddc36d,30948,0.281
scenario_4edf151a-5b3f-4d30-9117-cba7a28f3a11,25957,0.281
scenario_de78b762-b5e0-41d3-b154-2c49c341b7e9,24040,0.281
scenario_acba08f0-661c-4c86-886e-65d2328d5478,43027,0.281
scenario_313e70dc-3819-4e9a-9be8-721a78bd3541,1011,0.281
scenario_1e09ea41-5196-4c97-a8da-e2ae2f68e87a,1822,0.281
scenario_2e789071-09b9-4c05-ae5b-2b47b1e9e000,66552,0.281
scenario_9ac7f2c9-72bd-47c5-91da-5acb82cb4e09,43336,0.281
scenario_0dae8fb3-c8c4-49c6-b187-8d6104fe01fd,54271,0.281
scenario_034e5a4f-6353-4edc-a319-5da3a1f091ab,AV,0.281
scenario_b2a2e652-f4b4-4947-9d3b-034b2eae843c,4969,0.281
scenario_e1114a6f-6185-4c7d-b390-4541c24d838e,846,0.281
scenario_38b1cbab-c0a9-44a8-b1cc-b85991225f26,14133,0.281
scenario_95657219-f7b5-4143-b473-cc66c2559304,61183,0.282
scenario_971ecccf-624b-4557-84aa-a8d6faa89c97,146433,0.282
scenario_3408ccbd-d5ce-4695-9178-5b379307da6c,20294,0.282
scenario_90c43453-03d1-4b3e-a886-9100f61cf14d,92074,0.282
scenario_aea1af3f-caa5-48ad-833b-17dc2ed13297,59649,0.282
scenario_d2e126dc-da79-4236-b44f-4b7d585bba84,123868,0.282
scenario_7679899c-47a8-430f-8884-d7def451e107,8981,0.282
scenario_f67a5216-4965-43f5-926c-139e79cabc1a,125646,0.282
scenario_790b2bab-e776-4991-a2ff-999cb34e4a1c,10230,0.282
scenario_6293c3c6-6199-41b5-b37a-cb7c5a8bb8f1,1848,0.282
scenario_0d96ef54-0cf2-4463-87b5-22ba4b7c38d9,237782,0.282
scenario_53549059-1a37-49f9-907f-69af09400a90,13939,0.282
scenario_6b31127a-3766-442d-b9ea-469382d5143a,92080,0.282
scenario_9ef2c35e-d89a-414f-badf-cce0fde3aebd,11398,0.282
scenario_956f753c-333c-400b-976f-edb48f27178c,30633,0.282
scenario_4c7960b2-5714-47cb-9087-fce6407a16e0,2354,0.282
scenario_ff351d4e-7320-4b54-8259-2a42c2cd5346,29844,0.282
scenario_a61b3443-6c2e-4973-a227-b45b0b956cc9,134146,0.283
scenario_68d2d044-3422-4e67-ab88-14f5f5267584,137410,0.283
scenario_c7d745c1-5289-4122-a211-98c80059ceca,13012,0.283
scenario_8efcda5b-371c-434f-8378-497910aed913,62121,0.283
scenario_cb3a70ea-db2e-4f12-a404-74a104536ea3,10134,0.283
scenario_46990551-757c-432a-93aa-910726dddcb2,291,0.283
scenario_46976957-eecb-404c-91c7-39a7b158bade,73014,0.283
scenario_ad49face-47e3-4d51-8e6c-bed5ed7e13f4,1122,0.283
scenario_96265f06-2700-4627-b2eb-f0b3de3d365e,172505,0.283
scenario_3fc5fd2b-ce04-46e7-bf9f-4abd46f8efd9,93396,0.283
scenario_ac947d4b-c941-4d40-8a3e-f307c193833e,70247,0.283
scenario_c21acd31-0044-439f-8ed4-841bd7c4ad81,8831,0.283
scenario_7018b33c-2ec0-4ab8-889b-25d0c9a71b65,1773,0.283
scenario_0d11e9e0-08f9-47ee-bc4e-68beeea7bec2,94446,0.283
scenario_c19bef90-a93e-4d5c-ad58-18470ce4069f,AV,0.283
scenario_24903b9a-eff6-41f5-99de-fa020965dcda,21085,0.283
scenario_07a3549e-98bb-4e58-ac7b-c8432aee0263,35263,0.283
scenario_b3b1aa03-c48f-4255-8dbc-c8ed72438bd8,93396,0.283
scenario_d25f6674-b60e-43b6-b35b-0e7a558bdf8e,71824,0.283
scenario_695a0af8-9715-40ca-9dc2-f78cf94707fd,104330,0.283
scenario_24ed903d-4d6d-4107-a77a-fab293616343,1034,0.283
scenario_31e47adb-438d-4002-adff-94a4eeda7ef8,20440,0.283
scenario_d018fcc6-cca0-4fd2-a179-486346d63042,22167,0.283
scenario_2a62c8f4-a931-490b-bf43-f28f1d7dd3e9,18881,0.283
scenario_563fc2a4-41b8-4e58-beba-c45abc1e11a0,60987,0.283
scenario_7f745d09-a2df-4d67-93f6-2b8cf8075fed,13905,0.283
scenario_f7b9407a-ca74-4266-a1e8-6ea71bad03d6,7434,0.284
scenario_6d37536e-c8f5-4f45-8f46-c919f72fe541,35158,0.284
scenario_b07b1074-6186-4c76-94e8-29864598ea74,13297,0.284
scenario_e4b0e286-9b1b-4cd2-b4b9-17f76ee46193,144979,0.284
scenario_1130dea0-8e22-4cb1-b2d5-ea1a195feb02,35956,0.284
scenario_640cc586-ef88-4019-a2f5-3b37d09340fd,32992,0.284
scenario_99ac1fb6-54c2-4136-98c1-721c18dbfaad,21735,0.284
scenario_f10d7d9c-23fe-4776-9b50-bc300a059546,9159,0.284
scenario_821cc199-82c7-48d4-8323-1176300b7d4e,178948,0.284
scenario_dd383c51-1e3e-407d-bbc3-8fc6e9e04023,13420,0.284
scenario_f3c23c4e-4466-481d-9523-69e0dc329fcc,116310,0.284
scenario_5cd61443-13c8-4ac3-af48-ad97d106cfbc,70203,0.284
scenario_9f7f6c7c-1f86-4468-87c9-03ca2a2c3fb7,90329,0.284
scenario_ac2d766b-4060-40f6-9440-b295c9f296a2,78486,0.284
scenario_f4303736-2d44-40ff-8ae3-517f7dbbf3f3,68876,0.284
scenario_ca38e4c7-15fd-4d8e-b275-3cfa5912c053,35393,0.284
scenario_6a240ee5-ef6a-4aae-8b2b-d4e6a638d155,27236,0.284
scenario_9da32859-6241-4364-9ae6-c77b8d17c33e,31725,0.284
scenario_85330b6a-3386-46d0-ba0f-d4660cdba8b4,9403,0.285
scenario_02bd228a-df84-49b9-9e75-331ce9b3eea6,60418,0.285
scenario_e8df7fb5-824e-4abd-9fe4-b30e251abf33,179942,0.285
scenario_0042a5dc-85c4-41a8-9bdc-25f624bc2dbf,67430,0.285
scenario_1722dc5d-8cba-4687-be01-d15e387ea85b,95131,0.285
scenario_1f7fb71e-7692-4981-b409-3ffbd5109af1,57305,0.285
scenario_15fcd7ac-4cd0-4c0d-a2ed-8a09c135ef10,13030,0.285
scenario_737986c0-a080-4142-8732-ff2dd6af5236,3721,0.285
scenario_011b0810-c355-4b15-b16f-09bb682caf0b,9641,0.285
scenario_e344dd79-fc3e-4bb0-a700-e9733d34e01f,34289,0.285
scenario_ce9c92c4-91ed-4b7b-96d9-6837155ba45e,127524,0.285
scenario_a1435855-b9d1-4bdd-977b-e1148c4350a6,28176,0.285
scenario_96988c72-c4a8-46ac-bc73-9a527fbf379e,AV,0.285
scenario_c76aee2e-aefb-4bac-bfa5-19eb740cdf64,8319,0.285
scenario_5b5b3011-eee7-4b45-8ec5-17009c55f278,20162,0.285
scenario_0f0fa0d8-df17-466a-977e-af6c89db092a,63106,0.285
scenario_7c047b0a-d7a4-447c-b09b-0d5d85b29565,60418,0.285
scenario_0525e462-edd2-4bb8-8f55-d8d98ce14de1,9609,0.285
scenario_ae719a3b-ea03-446a-887f-f98eb7e1105b,147599,0.285
scenario_25d192c6-c2bf-4335-acc0-6e45991b8239,82244,0.285
scenario_9cae2793-9438-406a-a9b6-5f38d2bdcd60,13673,0.286
scenario_4cd2ead0-eb21-4a3a-b6bd-e6db6d78eaba,AV,0.286
scenario_85b2977b-db1f-4454-949d-88d784e22cc6,42786,0.286
scenario_7f37a4f0-e78f-4119-9ef7-24a8eb7ec8eb,151457,0.286
scenario_3c3745c4-52ea-44c1-844a-37063ec9684e,132734,0.286
scenario_2cf42d2e-0b30-487b-a3a3-7f88b4f96a58,97550,0.286
scenario_ef5c5a0d-b689-4bcb-af05-bbf9f79dda71,15388,0.286
scenario_d3cbfc5b-39d3-4412-8660-1160ec596d8b,6838,0.286
scenario_124c5a5d-3485-4167-a94e-6f4bdc2be322,60481,0.286
scenario_2a8d4dc7-612f-426c-a3b9-bef9222a210d,123567,0.286
scenario_36ed48d9-deaf-45d9-8c62-de31c4071f96,98225,0.286
scenario_9872ffaf-9528-49d5-89ec-95a9493fd4ad,4998,0.286
scenario_94a100b9-4f24-4ee5-8d9f-2a58dcad488b,56800,0.286
scenario_2a67b784-4b13-457f-848f-d8f0c57b223d,121927,0.286
scenario_422bc500-7313-4d27-8be6-dfe2f27091f8,93346,0.286
scenario_2d0fff62-c331-475d-b06d-cc38c49e1900,257961,0.286
